WT_1_1 WT_2_2 WT_3_3 WT_4_4 WT_5_5 WT_6_6 WT_7_7 WT_8_8 WT_9_9 WT_10_10 WT_11_11 WT_12_12 WT_13_13 WT_14_14 WT_15_15 WT_16_16 WT_17_17 WT_18_18 WT_19_19 WT_20_20 WT_21_21 WT_22_22 WT_23_23 WT_24_49 WT_25_51 WT_26_55 WT_27_58 WT_28_60 WT_29_63 WT_30_65 WT_31_67 WT_32_69 WT_33_71 WT_34_288 SS_1_50 SS_2_52 SS_3_53 SS_4_54 SS_5_56 SS_6_57 SS_7_59 SS_8_61 SS_9_62 SS_10_64 SS_11_66 SS_12_68 SS_13_70 SS_14_72 SS_15_289 SS_16_290 SS_17_291 SS_18_292 SS_19_293 SS_20_294 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_26_t5 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_27_t10 TS_2_28_t16 TS_2_28_t16 TS_2_28_t16 TS_2_29_t24 TS_2_29_t24 TS_2_30_t36 TS_3_32_t5 TS_3_33_t6 TS_3_34_t8 TS_4_37_t8 TS_4_37_t8 TS_4_37_t8 TS_4_38_t14 TS_4_38_t14 TS_4_39_t30 TS_7_45_t8 TS_7_45_t8 TS_7_45_t8 TS_7_46_t14 TS_7_46_t14 TS_7_47_t30 TS_18_110_t5 TS_18_110_t5 TS_18_111_t6 TS_18_111_t6 TS_18_112_t7 TS_18_113_t8 TS_18_114_t9 TS_18_115_t10 TS_18_116_t11 TS_19_119_t5 TS_19_119_t5 TS_19_120_t6 TS_19_120_t6 TS_19_121_t7 TS_19_122_t8 TS_19_123_t9 TS_19_124_t10 TS_19_125_t11 TS_33_169_t14 TS_33_169_t14 TS_33_170_t30 TS_34_172_t14 TS_34_172_t14 TS_34_173_t30 TS_35_175_t0 TS_35_176_t2 TS_36_178_t0 TS_36_179_t2 TS_37_181_t2 TS_38_183_t2 TS_44_196_t0 TS_44_196_t0 TS_44_196_t0 TS_45_200_t0 TS_45_200_t0 TS_45_200_t0 TS_45_201_t2 TS_45_201_t2 TS_45_202_t4 TS_45_202_t4 TS_45_203_t6 TS_45_203_t6 TS_53_230_t0 TS_53_231_t2 TS_54_233_t2 TS_55_235_t0 TS_55_236_t2 TS_56_238_t2 TS_58_242_t0 TS_59_245_t0 TS_67_276_t0 TS_68_280_t0 TS_69_284_t0
G273 6.384875 6.76488333333333 6.6836 6.68 7.287375 7.4112 7.62746666666667 6.89180835 7.11416666666667 6.4682 7.526375 6.9901 7.05409 6.5096 6.63644 7.28005 7.45275556666667 7.60701665 7.2317 6.954325 7.954275 7.17995556666667 7.33693335 7.4222 7.7552333 7.57843333333333 7.19098334 6.9118 7.11246 7.5135 8.4642 6.5421 6.6846667 7.14873333333333 6.9660333 7.5248667 7.4897667 7.13501665 6.969 7.57742 6.91362 6.3573 6.83364 7.17256834 7.10875 6.8139 6.7372667 7.0791667 7.19753333333333 7.32041666666667 7.22386666666667 6.86886666666667 7.08093333333333 7.2003 6.8916 6.8916 6.8916 6.8916 7.63975 7.63975 7.63975 7.63975 7.34656665 7.34656665 7.34656665 7.39331665 7.39331665 7.53425 7.49908335 8.134775 6.8444667 7.32355 7.32355 7.32355 7.1269 7.1269 6.9563667 8.47025 8.47025 8.47025 7.0035 7.0035 8.7498 7.8778 7.8778 7.5512 7.5512 7.463 8.3197 9.1626 8.9624 8.3587 7.4667 7.4667 7.496 7.496 6.8915 6.9328 6.8338 6.8174 6.7931 6.8723 6.8723 7.2132 6.8399 6.8399 6.9597 7.0272 6.99453333333333 6.99057776666667 6.81424446666667 6.9340111 8.78306666666667 8.0758667 8.0758667 8.0758667 7.5229 7.5229 7.5229 7.0566 7.0566 6.9697 6.9697 6.97 6.97 7.94086666666667 8.0716 7.7537 7.6058 7.89473333333333 7.14096666666667 7.25285 6.33285 6.7082 6.64945 7.3363
G274 10.84716665 10.0272 10.3683 10.75058335 10.24275 9.1201 9.21795 10.4775 10.1110666666667 10.38541665 10.0141 10.661 10.09431665 10.612 10.3454 10.46625 10.2987777666667 10.23833335 9.34735 10.51585 9.30855 9.9505889 9.8088 10.399 10.5206667 9.77673333333333 10.08744 10.425 10.15877334 10.09315 9.553 10.01275 10.3796667 10.324 10.3476667 10.517 10.45216665 9.38878335 10.8491111333333 9.9778 10.21118 9.7355 10.1894 10.09482334 10.2565 10.812 10.627 10.313 10.069 10.2186666666667 10.2241666666667 10.436 10.385 10.2358 10.59798335 10.59798335 10.59798335 10.59798335 10.2717 10.2717 10.2717 10.2717 9.92193335 9.92193335 9.92193335 10.28916665 10.28916665 10.246 9.25513335 9.78885 10.09765 9.9064 9.9064 9.9064 10.3905 10.3905 10.2596667 9.8287 9.8287 9.8287 10.438 10.438 9.6968 9.6708 9.6708 8.8142 8.8142 9.0664 9.4051 9.7349 8.6617 9.9847 9.3812 9.3812 9.0216 9.0216 9.7984 9.7346 9.6466 10.051 9.7733 9.9999 9.9999 10.064 10.462 10.462 10.335 10.5306666666667 10.4076666666667 10.3964444333333 10.1519111333333 9.98847776666667 9.54526666666667 8.6533667 8.6533667 8.6533667 10.234 10.234 10.234 10.6 10.6 10.434 10.434 10.74 10.74 9.71003333333333 9.84003333333333 9.9887 9.39092 9.76266666666667 10.3623333333333 10.413 10.523 10.2115 10.3845 10.1191
G275 7.6007 7.84061666666667 8.00821665 7.57435 7.673525 8.3567 8.27798333333333 7.85169165 7.59325 7.565275 7.93525 8.0252 7.98042665 7.7978 7.72716 7.733325 7.83066666666667 7.53746665 7.3871 7.66142 7.866975 7.60073333333333 7.51173335 7.732 7.4252667 7.92671666666667 7.87294334 7.7616 7.58023332 7.62645 7.5971 7.60245 7.4965 7.79343333333333 7.5829667 7.5448333 7.55195 7.5312 7.75213333333333 7.57448 7.65042 8.1455 7.58994 7.52584 7.7479 7.5607 7.5256 7.6346333 7.64143333333333 7.53555 7.50511666666667 7.75153333333333 7.6009 8.42103333333333 7.42501665 7.42501665 7.42501665 7.42501665 7.49265 7.49265 7.49265 7.49265 7.614525 7.614525 7.614525 7.57081665 7.57081665 7.754975 7.63226665 7.798975 7.4022 7.87015 7.87015 7.87015 7.7316 7.7316 7.9910667 7.9058 7.9058 7.9058 7.8093 7.8093 7.8816 7.143 7.143 7.4617 7.4617 7.3996 7.6636 7.7527 7.8492 7.6973 7.4671 7.4671 7.5991 7.5991 7.5595 7.7796 7.7525 7.6016 7.6331 7.4233 7.4233 7.5084 7.6049 7.6049 7.4934 7.77803333333333 7.7273 7.5395111 7.7258778 7.79137776666667 7.77186666666667 8.827 8.827 8.827 7.8039 7.8039 7.8039 7.4447 7.4447 7.4296 7.4296 7.2369 7.2369 7.936 7.71063333333333 7.70266666666667 7.59774 8.43796666666667 7.6032 7.30205 7.45425 7.7822 7.76925 7.5469
G276 8.55023335 7.98333333333333 8.19408335 9.257025 8.8317 8.5647 7.83603333333333 8.31334165 8.00918333333333 8.45539165 7.878125 8.1717 8.32935335 8.2964 8.25318 8.72115 8.16696666666667 8.41185 7.9087 8.14632 7.523525 8.03316666666667 8.03431665 8.4437333 8.3923667 7.76266666666667 7.98731666 8.1439 7.80348666 8.27755 7.628 8.49785 8.5469 8.47263333333333 8.5702333 8.4720333 8.48071665 8.14488335 7.92314446666667 8.1961 8.21874 8.0452 8.0957 8.16985334 8.0903 8.3765 8.6154 8.6688667 8.18826666666667 8.29873333333333 7.99306666666667 8.11306666666667 8.14053333333333 8.62646666666667 8.16616665 8.16616665 8.16616665 8.16616665 7.920925 7.920925 7.920925 7.920925 8.20899165 8.20899165 8.20899165 8.21646665 8.21646665 7.98035 7.88071665 7.9378 8.01698335 7.8578 7.8578 7.8578 7.8262 7.8262 8.0491667 8.2595 8.2595 8.2595 8.1442 8.1442 7.5808 7.8862 7.8862 7.7974 7.7974 8.2026 7.783 7.6963 7.352 8.2729 8.198 8.198 7.9962 7.9962 8.2327 8.2873 8.4128 8.2569 8.5159 8.2368 8.2368 9.1217 8.4962 8.4962 8.8044 8.09866666666667 8.0204 8.21123333333333 8.54963333333333 8.6097 8.4021 7.7845 7.7845 7.7845 8.076 8.076 8.076 8.3603 8.3603 8.0662 8.0662 7.9834 7.9834 8.18883333333333 8.1895 7.5156 8.04026 7.87446666666667 8.7152 8.51635 8.33215 8.0107 8.3263 8.3484
G277 8.66135 8.94698333333333 8.37676665 8.51449165 8.76035 7.2854 8.61788333333333 8.87675 8.7125 8.35960835 8.530175 9.3957 9.53908 9.7796 8.55926 8.944175 8.98413333333333 8.57815 8.54395 8.81598 8.27585 9.24886666666667 8.50931665 8.9317333 8.9069 8.1761 9.18550334 10.064 9.41551332 9.06945 8.0246 9.6183 9.0486667 9.712 8.9519 9.0163333 8.93533335 9.12628335 8.513 8.58158 9.58408 9.7551 9.8145 8.881815 8.98865 8.9692 9.2753667 8.9219 9.16533333333333 9.39338333333333 8.90568333333333 7.99246666666667 8.2267 8.3921 8.8839 8.8839 8.8839 8.8839 8.7873 8.7873 8.7873 8.7873 8.83830835 8.83830835 8.83830835 8.91216665 8.91216665 9.623375 8.56025 9.26835 9.81031665 8.67495 8.67495 8.67495 8.42155 8.42155 9.3297333 8.3021 8.3021 8.3021 9.2525 9.2525 8.1141 9.0616 9.0616 8.2074 8.2074 8.0628 8.9838 8.4478 9.1205 8.1812 8.4135 8.4135 8.3045 8.3045 7.8557 7.9019 8.0561 7.6938 7.8586 9.0388 9.0388 8.9101 9.2434 9.2434 8.8805 9.26286666666667 9.80156666666667 9.45947776666667 9.46324446666667 9.24015556666667 8.66613333333333 8.2034667 8.2034667 8.2034667 9.1934 9.1934 9.1934 8.4063 8.4063 9.3407 9.3407 9.3263 9.3263 8.1171 7.8168 9.30406666666667 8.6926 10.106 9.1404 9.42 10.148 9.07195 9.53275 9.71725
G278 10.32075 9.41643333333333 10.69866665 10.09058335 10.001725 9.1964 9.36775 8.53866665 9.4341 9.50825 9.160225 9.8986 10.16805 10.869 10.4928 9.6707 9.95397776666667 9.40576665 8.414 9.7577 8.496025 9.59476666666667 8.15476665 10.7343333 10.6296667 9.07123333333333 9.42925334 10.124 9.60227332 10.093 8.4077 10.2605 10.0735 9.84326666666667 10.6863333 10.8713333 10.5955 8.92198335 9.98004443333333 8.6833 10.09972 10.056 10.07608 8.94684166 10.2375 10.047 10.707 10.0184 10.6503333333333 10.5895 10.3868333333333 9.0226 9.17243333333333 9.9954 9.7294 9.7294 9.7294 9.7294 9.27455 9.27455 9.27455 9.27455 9.52056665 9.52056665 9.52056665 9.67138335 9.67138335 9.658075 8.51706665 9.094875 9.80015 9.6425 9.6425 9.6425 9.9958 9.9958 9.6206 9.02425 9.02425 9.02425 9.5757 9.5757 8.551 8.5135 8.5135 8.0672 8.0672 7.8606 8.1823 8.8192 8.4446 9.2251 7.9884 7.9884 7.8785 7.8785 10.199 9.8106 9.8417 9.9883 10.06 9.7779 9.7779 11.067 10.403 10.403 10.906 10.3333333333333 10.4206666666667 10.6532222333333 10.5661111333333 9.65165556666667 9.63773333333333 8.7207667 8.7207667 8.7207667 9.8882 9.8882 9.8882 10.086 10.086 10.717 10.717 10.214 10.214 8.58296666666667 9.91506666666667 9.88576666666667 9.90764 9.85143333333333 10.3723333333333 11.507 11.1625 8.5119 9.9242 10.1128
G279 7.430625 7.39863333333333 6.99678335 7.63875835 7.316175 8.0238 7.56005 7.272425 7.07521666666667 7.52785835 7.50235 7.3241 7.24014335 7.0049 6.835 7.3467 7.02653333333333 7.36511665 6.8439 6.994045 7.1806 6.9369 6.99468335 7.1305 6.8799 6.95445 7.10624334 6.4711 7.17697334 7.1629 7.3623 7.2147 6.9614667 6.88776666666667 7.0521333 6.9114667 7.0832667 6.96156665 7.67067776666667 7.28262 6.72694 7.228 6.8268 7.56859334 6.95835 6.9751 7.1179 7.3296667 7.08963333333333 6.98176666666667 7.042 7.55343333333333 7.45986666666667 7.25143333333333 7.42781665 7.42781665 7.42781665 7.42781665 6.839375 6.839375 6.839375 6.839375 7.5087125 7.5087125 7.5087125 6.61801665 6.61801665 6.923875 7.17395 7.3032 6.8930667 7.24665 7.24665 7.24665 7.10095 7.10095 7.4366667 7.88835 7.88835 7.88835 6.6038 6.6038 6.7054 6.402 6.402 6.9459 6.9459 6.9488 7.2646 7.0907 7.1329 6.9916 7.0054 7.0054 7.3257 7.3257 6.5086 6.6518 7.0202 6.7461 6.9463 6.858 6.858 6.5874 6.9393 6.9393 7.0868 6.9929 6.7174 6.70945556666667 6.90680003333333 6.6879111 6.9324 7.7011 7.7011 7.7011 7.0692 7.0692 7.0692 7.0415 7.0415 6.9973 6.9973 6.9574 6.9574 7.13873333333333 6.90176666666667 7.20886666666667 6.9769 6.55366666666667 6.82036666666667 6.81235 6.78155 6.8959 6.77215 6.8766
G280 8.94175 9.41558333333333 8.43703335 8.78766665 8.9843 9.0721 9.4725 9.14144165 8.87203333333333 8.546325 8.999175 8.7601 9.44399335 11.218 8.8307 8.90825 8.77843333333333 9.15798335 9.71565 9.69081 9.111175 8.7839889 9.65648335 8.5963667 8.5227 9.06911666666667 9.23532334 9.1965 9.94407334 8.6321 8.2764 9.57875 10.4386667 9.21296666666667 8.6443333 8.6473333 8.59735 9.3296 8.76743333333333 8.93164 9.19124 8.8547 9.22474 9.09005666 8.4614 9.4512 8.5760333 9.131 8.82496666666667 8.77703333333333 8.8534 9.0184 8.67246666666667 8.6839 8.69706665 8.69706665 8.69706665 8.69706665 9.280675 9.280675 9.280675 9.280675 8.53854585 8.53854585 8.53854585 9.8642 9.8642 10.091675 9.69618335 8.827575 9.88165 9.30195 9.30195 9.30195 9.1945 9.1945 9.0505333 9.02105 9.02105 9.02105 8.5381 8.5381 8.8481 9.895 9.895 9.2748 9.2748 9.1155 9.538 8.5117 9.262 8.7501 9.32 9.32 9.3875 9.3875 8.7977 8.8661 8.8555 8.9957 8.8822 8.8476 8.8476 8.4907 9.4987 9.4987 8.739 10.1976333333333 9.42723333333333 9.39857776666667 9.69173333333333 8.8379 8.24013333333333 8.6681667 8.6681667 8.6681667 10.259 10.259 10.259 9.4132 9.4132 10.188 10.188 8.9427 8.9427 8.52373333333333 8.75066666666667 10.0860333333333 9.12112 8.89093333333333 8.54336666666667 8.75045 9.45025 11.1005 9.37655 9.3868
G281 12.05958335 12.7668333333333 12.17516665 12.203 11.98575 12.92 12.2983333333333 12.22983335 12.9315 12.024 12.6285 13.574 12.8006 13.192 12.704 13.25875 11.9283333333333 12.36183335 11.5665 12.53825 11.67625 11.7720666666667 12.33883335 12.4283333 12.8653333 11.7635 12.09564 12.975 12.61066668 12.6235 10.97 11.5345 12.7283333 12.3686666666667 12.6066667 12.8866667 12.64233335 12.57683335 12.9951111 12.1504 12.8242 12.827 12.9614 12.28911666 12.843 12.465 12.861 12.711 12.7386666666667 12.5661666666667 11.8321666666667 13.5676666666667 12.9876666666667 13.1013333333333 12.97266665 12.97266665 12.97266665 12.97266665 11.707 11.707 11.707 11.707 11.26421665 11.26421665 11.26421665 11.84266665 11.84266665 12.48275 11.37483335 12.582 12.219 12.956 12.956 12.956 11.863 11.863 12.999 12.966 12.966 12.966 13.499 13.499 10.97 11.366 11.366 10.881 10.881 10.794 12.099 12.404 11.953 12.982 10.818 10.818 9.9479 9.9479 12.514 12.541 12.56 12.788 12.505 11.486 11.486 12.794 12.781 12.781 12.87 13.082 12.8266666666667 12.6655555666667 12.4981111 12.6926666666667 12.5696666666667 10.567 10.567 10.567 13.203 13.203 13.203 12.942 12.942 13.115 13.115 12.962 12.962 13.765 11.8783333333333 12.8766666666667 12.9176 13.8206666666667 12.8306666666667 12.8385 12.78 13.0315 12.596 12.512
G282 8.92135 8.4315 8.55881665 9.46495 8.913125 7.8794 8.27575 8.8162 8.5034 9.24281665 8.404275 9.278 8.79522665 9.3609 9.4651 9.4162 8.78447776666667 8.3933 8.03245 9.7845 8.2513 9.10705556666667 8.19646665 9.06 8.7625333 8.74286666666667 9.46945666 9.6737 8.69609334 8.70325 7.3797 8.28945 9.3263667 8.8594 8.9738 8.8447667 8.75025 8.7243 8.36298886666667 8.50572 9.15866 9.6217 8.89778 8.70678166 8.6325 8.9355 9.6779667 9.4647333 8.25666666666667 8.5512 8.27706666666667 7.92513333333333 8.34516666666667 8.6237 8.89456665 8.89456665 8.89456665 8.89456665 8.21145 8.21145 8.21145 8.21145 9.36027085 9.36027085 9.36027085 8.98958335 8.98958335 9.71815 8.08261665 8.671925 9.22555 8.45135 8.45135 8.45135 8.3553 8.3553 8.8264 8.71245 8.71245 8.71245 8.935 8.935 7.4607 8.2926 8.2926 7.5459 7.5459 7.5827 8.7619 8.4311 7.8515 8.7644 7.8218 7.8218 7.9784 7.9784 8.7567 8.791 8.9777 8.5898 8.8584 8.2657 8.2657 8.5472 8.632 8.632 8.5708 8.7845 9.1794 8.59476666666667 8.7041111 8.46355556666667 7.68833333333333 7.9906333 7.9906333 7.9906333 8.7605 8.7605 8.7605 8.5265 8.5265 8.052 8.052 8.3203 8.3203 8.17003333333333 8.37453333333333 8.45993333333333 7.95556 7.90456666666667 8.7006 8.17745 9.2504 9.40575 9.52855 8.86565
G283 9.25493335 9.53686666666667 9.14396665 9.32228335 9.4555 9.7285 8.8472 9.4216 8.77251666666667 9.14765 8.8559 9.1554 9.04414665 9.7344 9.27204 8.8324 8.50414443333333 9.00936665 9.13995 8.96804 9.121775 8.9436 9.32608335 9.0064 8.9089 8.75925 9.02231666 9.8374 8.97665334 8.7893 8.3069 9.98125 8.9856333 9.42223333333333 8.8729 9.013 8.9260833 9.0795 8.784 8.82438 9.4836 8.9519 9.49782 9.01372 8.95355 9.2838 9.0448667 8.8492667 8.9409 9.1191 9.07141666666667 9.79216666666667 9.6374 8.95023333333333 8.91043335 8.91043335 8.91043335 8.91043335 8.6878 8.6878 8.6878 8.6878 8.65123335 8.65123335 8.65123335 9.09098335 9.09098335 9.57675 8.96406665 8.694725 9.25226665 8.7549 8.7549 8.7549 8.62945 8.62945 9.0714333 9.03895 9.03895 9.03895 9.1955 9.1955 7.9828 9.0471 9.0471 9.2127 9.2127 9.1735 8.6093 8.7082 8.4648 9.4197 9.2719 9.2719 9.0061 9.0061 9.9654 9.5375 9.9609 9.7457 9.8177 9.1919 9.1919 9.3345 9.4317 9.4317 9.4158 9.7719 9.6845 9.53113333333333 9.83713333333333 8.87412223333333 8.20203333333333 8.1536333 8.1536333 8.1536333 8.9654 8.9654 8.9654 9.3595 9.3595 8.9587 8.9587 9.8113 9.8113 9.26846666666667 9.86 9.3029 8.8163 9.41756666666667 9.292 9.2889 9.7087 9.6598 9.9761 9.67565
G284 8.71625 8.6685 9.61063335 8.91054165 7.96715 11 8.30286666666667 10.195125 8.06223333333333 9.95179165 9.49645 8.5854 7.88222 8.8578 8.0451 9.206375 8.73212223333333 8.03926665 9.0808 8.273265 8.493825 7.34716666666667 10.05085 8.4169 8.4569333 9.38926666666667 7.85914 8.4328 8.28351998 8.0552 9.7016 7.67935 8.4859333 7.6672 8.3828667 8.7518667 8.5011833 7.97225 8.4772111 8.95422 8.0273 8.1438 8.063 8.94108 8.5375 7.8817 8.5655667 8.5385333 7.5106 7.82398333333333 8.20303333333333 9.5357 9.81646666666667 10.4642 9.12073335 9.12073335 9.12073335 9.12073335 8.68725 8.68725 8.68725 8.68725 7.223175 7.223175 7.223175 8.79963335 8.79963335 7.71455 8.8768 8.624375 7.73161665 7.61485 7.61485 7.61485 8.1 8.1 8.1329 7.73785 7.73785 7.73785 9.722 9.722 8.8859 8.359 8.359 8.5743 8.5743 9.9041 8.1697 10.295 7.8808 10.484 9.1154 9.1154 9.4113 9.4113 7.7313 7.3184 7.8471 7.7719 7.7347 8.2412 8.2412 8.0121 8.3408 8.3408 8.3561 8.59586666666667 8.41866666666667 8.21577776666667 8.17849996666667 9.27502223333333 9.40873333333333 6.7279333 6.7279333 6.7279333 9.8128 9.8128 9.8128 9.317 9.317 10.096 10.096 9.6836 9.6836 11.089 7.91566666666667 7.75656666666667 8.88728 10.8006666666667 9.1576 9.2094 9.0749 9.15925 7.7183 7.9418
G285 7.12901665 6.95646666666667 6.91698335 7.00861665 6.980575 7.2279 7.16791666666667 7.0378 6.77636666666667 6.71934165 7.055875 7.2247 6.94200335 6.9162 6.99592 7.159825 6.9239 7.3149 6.70015 7.24077 7.11895 6.92014443333333 6.70835 7.1076 7.1684 6.9445 7.02752 7.0379 6.89174002 7.17085 6.7454 7.15165 7.0539 6.98 7.1646667 7.0907333 7.046 7.14211665 7.04973333333333 6.83556 6.99798 6.9946 7.18788 7.15698666 7.0638 7.0866 7.2507 6.9708667 6.71423333333333 6.71555 6.79671666666667 7.0237 6.71463333333333 6.5547 6.95866665 6.95866665 6.95866665 6.95866665 6.97695 6.97695 6.97695 6.97695 7.2450875 7.2450875 7.2450875 6.97621665 6.97621665 7.24595 6.82766665 7.059175 7.41056665 7.1085 7.1085 7.1085 7.1715 7.1715 7.3423667 7.49685 7.49685 7.49685 7.3749 7.3749 6.8502 6.7735 6.7735 6.9519 6.9519 7.0831 6.7959 6.9576 6.9525 6.8098 6.8572 6.8572 6.8485 6.8485 6.8657 7.105 6.8802 7.0111 7.0055 6.7636 6.7636 6.7905 6.6611 6.6611 6.7943 7.1505 6.89966666666667 6.9884 6.9834889 6.61734443333333 6.9634 7.3933 7.3933 7.3933 6.7537 6.7537 6.7537 7.1272 7.1272 6.6743 6.6743 7.167 7.167 6.8011 6.91323333333333 6.74176666666667 6.74092 6.556 6.8486 6.899 6.97635 7.05895 6.8607 7.08515
G286 8.66941665 8.85746666666667 8.48948335 8.43055 8.61295 8.5287 8.95958333333333 8.72116665 8.60731666666667 8.76265835 9.01075 8.9387 8.91101 8.8043 8.9157 8.50275 9.2413 8.62523335 8.89985 8.75628 9.188875 8.8324889 8.90725 8.8718667 8.7073333 9.23091666666667 8.85326666 8.7005 8.84981998 8.54495 9.4447 8.7729 8.7265333 8.6535 8.6077 8.7756667 8.8529333 8.64945 8.57264446666667 8.9412 8.67648 8.9403 8.79426 8.683185 8.7014 8.769 8.8153333 8.8552333 8.6043 8.617 8.59038333333333 8.89226666666667 8.81396666666667 9.1799 8.80655 8.80655 8.80655 8.80655 8.747325 8.747325 8.747325 8.747325 8.99997915 8.99997915 8.99997915 8.91133335 8.91133335 8.791375 8.6932 8.63565 8.5242833 8.94225 8.94225 8.94225 8.6451 8.6451 8.8451 9.07315 9.07315 9.07315 8.7559 8.7559 9.2183 8.979 8.979 9.0261 9.0261 8.8404 8.7864 8.9783 8.9948 9.0474 9.1598 9.1598 8.8325 8.8325 8.6271 8.5755 8.5712 8.669 8.5619 8.3551 8.3551 8.4086 8.5859 8.5859 8.5984 8.81496666666667 8.5501 8.51172223333333 8.62364443333333 8.6830111 9.99323333333333 9.6773667 9.6773667 9.6773667 8.7244 8.7244 8.7244 8.6992 8.6992 8.8694 8.8694 8.7643 8.7643 8.96293333333333 8.4847 8.71823333333333 8.60924 8.98653333333333 8.48876666666667 8.5304 8.4987 8.8078 8.82835 8.68815
G287 7.08650835 7.67543333333333 6.75045 6.77325835 7.176075 7.7087 7.79101666666667 7.015725 7.49521666666667 6.90725 7.916075 7.6651 7.52437665 7.4044 7.45142 7.601925 7.78554443333333 7.40328335 7.816 7.40524 8.078075 7.3119889 7.5907 7.0536667 7.1195 7.80135 7.48729334 7.3396 7.55589998 7.2623 8.7749 7.30375 7.1566 7.1214 7.1636333 7.1748667 7.13705 7.60448335 7.52047776666667 7.64916 7.36936 7.3 7.36742 7.626195 7.17415 7.4903 7.3863 7.1645 7.55603333333333 7.52143333333333 7.58033333333333 7.3646 7.4206 6.92413333333333 7.23441665 7.23441665 7.23441665 7.23441665 7.5776 7.5776 7.5776 7.5776 7.2618 7.2618 7.2618 7.4944 7.4944 7.52145 7.84598335 8.10015 7.4502 7.63675 7.63675 7.63675 7.56665 7.56665 7.6589667 8.6871 8.6871 8.6871 7.4455 7.4455 8.4586 7.3855 7.3855 7.6616 7.6616 8.1754 7.7092 8.0166 7.676 7.379 8.0379 8.0379 8.0114 8.0114 6.9433 6.8676 6.9921 6.9464 7.0534 7.3229 7.3229 7.2148 7.4133 7.4133 7.4254 7.23846666666667 7.27053333333333 7.4286889 7.33745553333333 7.33162223333333 7.31033333333333 7.9337667 7.9337667 7.9337667 7.4145 7.4145 7.4145 7.55 7.55 7.3906 7.3906 7.4033 7.4033 7.73426666666667 7.0999 7.6456 7.83242 7.19363333333333 7.3666 7.22995 6.9805 7.13365 7.0682 7.0547
G288 9.04175 9.31298333333333 9.39855 9.18538335 9.431325 9.2831 9.45466666666667 9.49984165 9.36701666666667 9.37000835 9.4687 9.3933 9.38914665 9.1435 9.43814 9.319975 9.28066666666667 9.16235 9.26365 9.377275 9.366625 9.30487776666667 9.42146665 9.1223667 9.3987 9.1337 9.53663334 9.0298 9.39626666 9.4072 8.9807 9.20065 9.3151667 9.45553333333333 9.2204333 9.1476333 9.40595 9.14575 9.26833333333333 9.48168 9.48188 9.485 9.31306 9.44528834 9.45825 9.4701 9.2909333 9.456 9.43123333333333 9.10446666666667 9.26031666666667 9.52996666666667 9.28766666666667 9.37456666666667 9.4616 9.4616 9.4616 9.4616 9.543875 9.543875 9.543875 9.543875 9.22762085 9.22762085 9.22762085 9.21655 9.21655 9.199 9.26595 9.2282 9.4169 9.31185 9.31185 9.31185 9.41575 9.41575 9.2988333 9.3191 9.3191 9.3191 9.3959 9.3959 9.1517 9.2792 9.2792 9.5705 9.5705 9.2599 9.4197 9.3391 9.5395 9.2206 9.0906 9.0906 9.6242 9.6242 9.3669 9.4362 9.5388 9.2433 9.4581 9.1498 9.1498 9.0358 9.4989 9.4989 9.4096 9.5898 9.3518 9.47594443333333 9.24725553333333 9.08914443333333 9.5184 9.4585 9.4585 9.4585 9.4155 9.4155 9.4155 9.0458 9.0458 9.1458 9.1458 9.3313 9.3313 9.22313333333333 9.72656666666667 9.31126666666667 9.44196 9.60413333333333 9.17866666666667 9.5962 9.57985 9.494 9.2819 9.3502
G289 9.9319 9.74066666666667 9.07248335 9.21745835 9.049575 10.363 9.4862 9.96856665 9.75261666666667 9.13035 9.803475 9.7291 9.79744 9.6289 9.7274 9.694375 9.5840111 9.39575 9.64375 9.670365 9.406425 9.55816666666667 9.90345 9.2579667 9.3322667 9.67013333333333 9.52469666 9.4073 9.70643334 9.4679 9.5509 9.14015 9.4139333 9.2365 9.3515667 9.3240333 9.29233335 9.45235 10.1396222333333 9.61004 9.58406 9.5647 9.54388 9.64745834 9.48185 9.4908 9.5082 9.2723333 9.62046666666667 9.42221666666667 9.60675 10.2163333333333 9.95213333333333 10.2632666666667 9.44926665 9.44926665 9.44926665 9.44926665 9.31845 9.31845 9.31845 9.31845 9.06240835 9.06240835 9.06240835 9.38156665 9.38156665 9.405725 9.53975 9.4897 9.6896 9.9088 9.9088 9.9088 9.7633 9.7633 10.2086667 9.53495 9.53495 9.53495 9.5571 9.5571 9.2035 9.3557 9.3557 9.518 9.518 10.02 9.7462 9.8952 9.5398 10.194 9.4852 9.4852 9.6141 9.6141 9.2203 9.2059 9.1815 9.3296 9.2352 9.3219 9.3219 9.5866 9.4656 9.4656 9.709 9.6417 9.51063333333333 9.5218889 9.42424446666667 9.78136666666667 10.3554666666667 9.3944 9.3944 9.3944 9.7986 9.7986 9.7986 9.7222 9.7222 10.102 10.102 9.9626 9.9626 10.207 9.07863333333333 9.60443333333333 9.89006 11.072 9.98456666666667 9.63645 9.20205 9.3188 9.23465 9.2436
